area,crop,last,tile,dates,SustInd,country,version,flatness,src_proj,perimeter,center_lat,center_lng,confidence,exterior_area,number_of_vertices,number_of_vertices_simplified,herbaceous_vegetation,shrubs,open_forest,id,id_long,center
9059.192538,100,0.090474,37MCT,"20230602,20230826,20230925",-4.984804,KE,202405,0.0179442412,32737,0,-2.374373,37.840361,94.80355787,9059.192538,95,33,0,0,0,92043_37MCT_ke-1207121065,92043_37MCT_ke-1207121065083474_202405,"-2.374373,37.840361"
2792.550464,100,0.077234,37MCT,"20230602,20230826,20230925",-11.8674,KE,202405,0.07015613432,32737,0,-2.376928,37.837193,96.90217853,2792.550464,21,11,0,0,0,161192_37MCT_ke-120712106,161192_37MCT_ke-1207121065083474_202405,"-2.376928,37.837193"
4892.223174,100,0.088976,37MCT,"20230602,20230826,20230925",0.245785,KE,202405,0.02358964186,32737,0,-2.374799,37.835528,96.35724592,4892.223174,54,23,0,0,0,2262_37MCT_ke-12071210650,2262_37MCT_ke-1207121065083474_202405,"-2.374799,37.835528"
4013.644168,100,0.087008,37MCT,"20230602,20230826,20230925",-1.791521,KE,202405,0.04844722372,32737,0,-2.380223,37.840129,95.61126757,4013.644168,36,17,0,0,0,105187_37MCT_ke-120712106,105187_37MCT_ke-1207121065083474_202405,"-2.380223,37.840129"
602.008092,100,0.10877,37MCT,"20230602,20230826,20230925",10.116819,KE,202405,0.07171612903,32737,0,-2.355725,37.829656,92.4000001,602.008092,12,9,0,0,0,10006_37MCT_ke-1207121065,10006_37MCT_ke-1207121065083474_202405,"-2.355725,37.829656"
3577.659805,100,0.087571,37MCT,"20230602,20230826,20230925",1.669224,KE,202405,0.02838717196,32737,0,-2.364624,37.82661,98.0642898,3577.659805,40,14,0,0,0,9815_37MCT_ke-12071210650,9815_37MCT_ke-1207121065083474_202405,"-2.364624,37.82661"
10685.21251,100,0.087856,37MCT,"20230602,20230826,20230925",-4.81272,KE,202405,0.04576015955,32737,0,-2.360689,37.833054,96.06474733,10813.06455,59,23,0,0,0,15532_37MCT_ke-1207121065,15532_37MCT_ke-1207121065083474_202405,"-2.360689,37.833054"
2626.148398,50,0.089447,37MCT,"20230602,20230826,20230925",-3.656247,KE,202405,0.05905941149,32737,0,-2.357321,37.823969,90.60744381,2626.148398,29,14,50,0,0,19877_37MCT_ke-1207121065,19877_37MCT_ke-1207121065083474_202405,"-2.357321,37.823969"
5981.053279,100,0.075407,37MCT,"20230602,20230826,20230925",-3.383054,KE,202405,0.03874878106,32737,0,-2.361462,37.806835,96.55506396,5981.053279,40,15,0,0,0,165537_37MCT_ke-120712106,165537_37MCT_ke-1207121065083474_202405,"-2.361462,37.806835"
22569.95027,100,0.074062,37MCT,"20230602,20230826,20230925",-8.348144,KE,202405,0.03193030314,32737,0,-2.378621,37.838479,97.19904375,22795.60454,116,50,0,0,0,178794_37MCT_ke-120712106,178794_37MCT_ke-1207121065083474_202405,"-2.378621,37.838479"
515.566456,100,0.08559,37MCT,"20230602,20230826,20230925",-2.347883,KE,202405,0.0608145629,32737,0,-2.380824,37.840306,90.76863766,515.566456,15,9,0,0,0,9474_37MCT_ke-12071210650,9474_37MCT_ke-1207121065083474_202405,"-2.380824,37.840306"
4927.740193,100,0.082258,37MCT,"20230602,20230826,20230925",-2.748579,KE,202405,0.05843969123,32737,0,-2.358842,37.808704,96.98678422,4927.740193,35,11,0,0,0,89080_37MCT_ke-1207121065,89080_37MCT_ke-1207121065083474_202405,"-2.358842,37.808704"
6532.986164,100,0.097266,37MCT,"20230602,20230826,20230925",2.086956,KE,202405,0.05489789807,32737,0,-2.37707,37.842637,97.47851515,6532.986164,34,14,0,0,0,100869_37MCT_ke-120712106,100869_37MCT_ke-1207121065083474_202405,"-2.37707,37.842637"
11217.87358,100,0.057847,37MCT,"20230602,20230826,20230925",-13.634717,KE,202405,0.05338733758,32737,0,-2.377739,37.833518,97.64494038,11217.87358,55,20,0,0,0,35735_37MCT_ke-1207121065,35735_37MCT_ke-1207121065083474_202405,"-2.377739,37.833518"
577.174341,100,0.103123,37MCT,"20230602,20230826,20230925",-2.779087,KE,202405,0.0604908876,32737,0,-2.364237,37.818062,91.69789219,577.174341,23,12,0,0,0,86196_37MCT_ke-1207121065,86196_37MCT_ke-1207121065083474_202405,"-2.364237,37.818062"
